,AWS 정보,강수량,WBGT,지역구,행정동,신고대분류,신고세부항목,신고건수
44763,940,3.5,23.159753799586287,5,19,0,5,2.0
44764,940,3.5,23.159753799586287,5,49,0,1,1.0
44765,940,3.5,23.159753799586287,5,80,2,11,1.0
44766,940,3.5,23.159753799586287,5,89,0,1,1.0
44767,940,3.5,23.159753799586287,5,89,0,5,1.0
44768,940,3.5,23.159753799586287,5,98,0,0,2.0
44769,938,3.5,23.902572163266534,6,29,0,5,1.0
44770,942,1.5,20.066041589925902,6,60,0,5,1.0
44771,938,3.5,23.902572163266534,6,67,0,5,1.0
44772,938,3.5,23.902572163266534,6,69,0,5,2.0
44773,941,0.5,24.158192830653626,6,94,0,5,1.0
44774,938,3.5,23.902572163266534,6,109,0,0,1.0
44775,941,0.5,24.158192830653626,7,39,0,1,1.0
44776,941,0.5,24.158192830653626,7,39,0,5,1.0
44777,941,0.5,24.158192830653626,7,46,0,0,1.0
44778,941,0.5,24.158192830653626,7,46,0,5,1.0
44779,941,0.5,24.158192830653626,7,133,0,5,1.0
44780,904,1.5,22.982735142408984,8,9,0,0,1.0
44781,904,1.5,22.982735142408984,8,9,1,0,1.0
44782,904,1.5,22.982735142408984,8,51,0,5,1.0
44783,904,1.5,22.982735142408984,8,92,0,5,1.0
44784,950,5.5,21.397675945693408,9,10,0,0,1.0
44785,950,5.5,21.397675945693408,9,10,0,5,1.0
44786,950,5.5,21.397675945693408,9,28,0,5,1.0
44787,950,5.5,21.397675945693408,9,86,0,5,1.0
44788,950,5.5,21.397675945693408,9,86,2,11,4.0
44789,950,5.5,21.397675945693408,9,131,0,5,2.0
44790,950,5.5,21.397675945693408,9,131,2,11,1.0
44791,159,2.9,19.74582102089806,10,20,0,0,2.0
44792,159,2.9,19.74582102089806,10,90,0,0,1.0
44793,159,2.9,19.74582102089806,10,90,0,5,1.0
44794,159,2.9,19.74582102089806,10,128,0,5,1.0
44795,937,3.0,22.74177725457289,11,8,0,5,2.0
44796,937,3.0,22.74177725457289,11,22,2,4,1.0
44797,937,3.0,22.74177725457289,11,54,0,5,1.0
44798,937,3.0,22.74177725457289,11,81,0,5,1.0
44799,940,3.5,23.159753799586287,12,6,0,0,2.0
44800,940,3.5,23.159753799586287,12,6,0,5,1.0
44801,940,3.5,23.159753799586287,12,93,0,0,1.0
44802,940,3.5,23.159753799586287,12,93,2,9,1.0
44803,940,3.5,23.159753799586287,12,93,2,11,2.0
44804,910,0.0,24.211149185105903,13,43,0,5,1.0
44805,910,0.0,24.211149185105903,13,43,2,4,1.0
44806,159,2.9,19.74582102089806,13,124,0,5,1.0
44807,159,2.9,19.74582102089806,13,124,1,8,1.0
44808,159,2.9,19.74582102089806,14,41,0,5,1.0
44809,937,3.0,22.74177725457289,15,56,2,11,1.0
44810,937,3.0,22.74177725457289,15,79,0,5,1.0
44811,937,3.0,22.74177725457289,15,79,2,11,1.0
44812,937,3.0,22.74177725457289,15,101,0,0,2.0
44813,937,3.0,22.74177725457289,15,101,0,5,3.0
44814,937,3.0,22.74177725457289,15,108,0,5,1.0
44815,937,3.0,22.74177725457289,15,112,0,5,2.0
44816,937,3.0,22.74177725457289,15,117,0,5,1.0
44817,950,9.0,18.231539444656793,0,87,0,0,1.0
44818,940,9.0,19.282166034103717,1,65,0,5,1.0
44819,940,9.0,19.282166034103717,1,65,1,0,1.0
44820,940,9.0,19.282166034103717,1,107,0,5,2.0
44821,923,7.0,19.36117680980901,2,18,0,0,1.0
44822,923,7.0,19.36117680980901,2,18,1,0,1.0
44823,923,7.0,19.36117680980901,2,106,2,11,1.0
44824,923,7.0,19.36117680980901,2,111,0,5,1.0
44825,923,7.0,19.36117680980901,2,111,1,0,1.0
44826,942,3.5,15.479072720409594,3,1,2,11,1.0
44827,942,3.5,15.479072720409594,3,32,0,0,1.0
44828,942,3.5,15.479072720409594,3,32,2,11,1.0
44829,942,3.5,15.479072720409594,3,52,0,0,1.0
44830,942,3.5,15.479072720409594,3,100,0,5,2.0
44831,942,3.5,15.479072720409594,4,58,2,11,1.0
44832,159,4.7,14.76788179544592,4,82,2,11,1.0
44833,159,4.7,14.76788179544592,4,125,0,5,2.0
44834,940,9.0,19.282166034103717,5,49,0,0,1.0
44835,940,9.0,19.282166034103717,5,49,2,11,1.0
44836,940,9.0,19.282166034103717,5,89,0,5,1.0
44837,940,9.0,19.282166034103717,5,98,0,0,2.0
44838,940,9.0,19.282166034103717,5,98,0,5,2.0
44839,938,3.5,18.262359253250846,6,0,0,5,1.0
44840,938,3.5,18.262359253250846,6,5,0,0,1.0
44841,938,3.5,18.262359253250846,6,69,0,0,1.0
44842,938,3.5,18.262359253250846,6,69,0,5,3.0
44843,940,9.0,19.282166034103717,6,91,0,0,1.0
44844,940,9.0,19.282166034103717,6,91,2,11,1.0
44845,941,0.0,19.65842567389927,6,94,0,5,1.0
44846,941,0.0,19.65842567389927,7,14,0,5,2.0
44847,941,0.0,19.65842567389927,7,39,0,5,2.0
44848,941,0.0,19.65842567389927,7,39,2,11,1.0
44849,941,0.0,19.65842567389927,7,46,2,11,1.0
44850,904,3.0,19.546251324574413,8,2,0,5,1.0
44851,904,3.0,19.546251324574413,8,51,0,0,1.0
44852,904,3.0,19.546251324574413,8,51,1,0,1.0
44853,904,3.0,19.546251324574413,8,72,0,5,1.0
44854,904,3.0,19.546251324574413,8,132,0,5,1.0
44855,904,3.0,19.546251324574413,8,132,2,11,1.0
44856,950,9.0,18.231539444656793,9,10,2,11,1.0
44857,159,4.7,14.76788179544592,9,13,0,0,1.0
44858,950,9.0,18.231539444656793,9,105,0,5,2.0
44859,950,9.0,18.231539444656793,9,131,0,0,1.0
44860,159,4.7,14.76788179544592,10,20,0,5,1.0
44861,159,4.7,14.76788179544592,10,128,0,5,1.0
44862,937,8.5,19.075758794248678,11,8,0,5,2.0
44863,937,8.5,19.075758794248678,11,22,1,0,1.0
44864,940,9.0,19.282166034103717,11,47,0,5,1.0
44865,940,9.0,19.282166034103717,12,6,0,5,1.0
44866,940,9.0,19.282166034103717,12,93,0,0,3.0
44867,940,9.0,19.282166034103717,12,93,0,1,1.0
44868,940,9.0,19.282166034103717,12,93,0,5,4.0
44869,159,4.7,14.76788179544592,13,31,1,0,1.0
44870,159,4.7,14.76788179544592,13,37,0,5,1.0
44871,159,4.7,14.76788179544592,13,124,2,11,2.0
44872,937,8.5,19.075758794248678,15,56,0,5,1.0
44873,937,8.5,19.075758794248678,15,79,0,0,1.0
44874,937,8.5,19.075758794248678,15,101,0,5,2.0
44875,937,8.5,19.075758794248678,15,108,0,0,1.0
44876,937,8.5,19.075758794248678,15,112,0,5,1.0
44877,904,0.0,17.74290644788583,0,4,0,0,1.0
44878,904,0.0,17.74290644788583,0,4,0,5,1.0
44879,950,0.0,16.049281442304725,0,26,0,0,1.0
44880,904,0.0,17.74290644788583,0,33,0,5,1.0
44881,950,0.0,16.049281442304725,0,87,1,0,1.0
44882,904,0.0,17.74290644788583,0,119,0,5,2.0
44883,940,0.0,16.45721086982221,1,12,2,11,1.0
44884,940,0.0,16.45721086982221,1,75,0,5,1.0
44885,923,0.0,16.817871221371526,2,18,0,0,1.0
44886,923,0.0,16.817871221371526,2,18,0,5,2.0
44887,923,0.0,16.817871221371526,2,111,0,5,1.0
44888,942,0.0,15.837104046824857,3,32,0,5,1.0
44889,942,0.0,15.837104046824857,3,52,0,5,1.0
44890,942,0.0,15.837104046824857,3,100,0,0,2.0
44891,942,0.0,15.837104046824857,3,100,0,5,2.0
44892,942,0.0,15.837104046824857,4,58,2,11,1.0
44893,159,0.0,17.059483844483324,4,82,2,9,1.0
44894,942,0.0,15.837104046824857,4,113,2,9,1.0
44895,159,0.0,17.059483844483324,4,125,0,0,1.0
44896,940,0.0,16.45721086982221,5,49,2,11,2.0
44897,940,0.0,16.45721086982221,5,80,0,5,1.0
44898,940,0.0,16.45721086982221,5,89,0,5,2.0
44899,940,0.0,16.45721086982221,5,98,0,0,1.0
44900,940,0.0,16.45721086982221,5,129,2,9,1.0
44901,938,0.0,17.217203182836503,6,0,0,5,1.0
44902,938,0.0,17.217203182836503,6,0,2,11,1.0
44903,938,0.0,17.217203182836503,6,5,0,5,1.0
44904,938,0.0,17.217203182836503,6,29,0,0,2.0
44905,938,0.0,17.217203182836503,6,69,0,0,2.0
44906,938,0.0,17.217203182836503,6,69,0,5,1.0
44907,940,0.0,16.45721086982221,6,91,2,11,1.0
44908,938,0.0,17.217203182836503,6,109,1,0,1.0
44909,941,0.0,17.341509385722315,6,126,0,5,1.0
44910,941,0.0,17.341509385722315,7,14,0,0,2.0
44911,941,0.0,17.341509385722315,7,14,0,1,1.0
44912,941,0.0,17.341509385722315,7,14,0,5,3.0
44913,941,0.0,17.341509385722315,7,39,0,5,2.0
44914,941,0.0,17.341509385722315,7,46,2,11,1.0
44915,941,0.0,17.341509385722315,7,133,0,0,1.0
44916,904,0.0,17.74290644788583,8,9,0,0,1.0
44917,904,0.0,17.74290644788583,8,92,0,0,1.0
44918,904,0.0,17.74290644788583,8,92,0,5,1.0
44919,938,0.0,17.217203182836503,8,114,0,5,1.0
44920,904,0.0,17.74290644788583,8,132,0,1,1.0
44921,904,0.0,17.74290644788583,8,132,0,5,1.0
44922,159,0.0,17.059483844483324,9,3,0,1,4.0
44923,159,0.0,17.059483844483324,9,3,0,5,3.0
44924,950,0.0,16.049281442304725,9,10,0,5,2.0
44925,950,0.0,16.049281442304725,9,10,2,11,1.0
44926,950,0.0,16.049281442304725,9,28,0,1,1.0
44927,950,0.0,16.049281442304725,9,30,1,8,1.0
44928,950,0.0,16.049281442304725,9,86,0,1,1.0
44929,950,0.0,16.049281442304725,9,86,0,5,1.0
44930,950,0.0,16.049281442304725,9,86,1,8,1.0
44931,950,0.0,16.049281442304725,9,86,2,11,3.0
44932,950,0.0,16.049281442304725,9,105,0,0,1.0
44933,950,0.0,16.049281442304725,9,131,0,0,1.0
44934,950,0.0,16.049281442304725,9,131,0,5,3.0
44935,159,0.0,17.059483844483324,10,74,0,0,2.0
44936,159,0.0,17.059483844483324,10,74,0,5,1.0
44937,937,0.0,17.406327275672943,11,8,0,5,1.0
44938,940,0.0,16.45721086982221,11,47,2,9,1.0
44939,940,0.0,16.45721086982221,11,47,2,11,1.0
44940,937,0.0,17.406327275672943,11,81,0,1,1.0
44941,940,0.0,16.45721086982221,12,93,0,0,1.0
44942,940,0.0,16.45721086982221,12,93,0,5,2.0
44943,940,0.0,16.45721086982221,12,93,2,11,2.0
44944,159,0.0,17.059483844483324,13,24,0,5,1.0
44945,910,0.0,17.254867235931634,13,43,0,5,2.0
44946,910,0.0,17.254867235931634,13,43,1,0,1.0
44947,910,0.0,17.254867235931634,13,43,2,11,1.0
44948,159,0.0,17.059483844483324,13,84,0,5,1.0
44949,159,0.0,17.059483844483324,13,95,0,5,2.0
44950,159,0.0,17.059483844483324,13,95,2,11,1.0
44951,159,0.0,17.059483844483324,13,124,0,0,2.0
44952,159,0.0,17.059483844483324,14,23,0,5,1.0
44953,159,0.0,17.059483844483324,14,70,0,5,1.0
44954,159,0.0,17.059483844483324,14,96,0,0,1.0
44955,159,0.0,17.059483844483324,14,118,0,1,1.0
44956,937,0.0,17.406327275672943,15,56,0,5,3.0
44957,937,0.0,17.406327275672943,15,79,2,11,1.0
44958,937,0.0,17.406327275672943,15,101,0,0,2.0
44959,937,0.0,17.406327275672943,15,101,2,11,1.0
44960,937,0.0,17.406327275672943,15,108,0,0,1.0
44961,937,0.0,17.406327275672943,15,112,2,11,1.0
44962,937,0.0,17.406327275672943,15,117,0,5,1.0
44963,904,1.5,17.72819574397288,0,4,0,5,1.0
44964,904,1.5,17.72819574397288,0,50,0,5,1.0
44965,904,1.5,17.72819574397288,0,119,1,8,1.0
44966,940,1.0,17.56466259887019,1,12,0,5,1.0
44967,939,1.5,18.106316305021107,1,21,0,5,1.0
44968,940,1.0,17.56466259887019,1,65,1,8,1.0
44969,940,1.0,17.56466259887019,1,75,0,0,1.0
44970,940,1.0,17.56466259887019,1,75,0,1,1.0
44971,940,1.0,17.56466259887019,1,75,0,5,2.0
44972,940,1.0,17.56466259887019,1,135,2,11,1.0
44973,923,1.0,17.863951557877954,2,18,0,0,1.0
44974,923,1.0,17.863951557877954,2,104,0,5,2.0
44975,923,1.0,17.863951557877954,2,104,2,11,1.0
44976,923,1.0,17.863951557877954,2,106,0,0,1.0
44977,923,1.0,17.863951557877954,2,106,0,5,1.0
44978,923,1.0,17.863951557877954,2,111,0,0,1.0
44979,923,1.0,17.863951557877954,2,111,0,1,1.0
44980,923,1.0,17.863951557877954,2,111,2,11,1.0
44981,939,1.5,18.106316305021107,2,122,0,5,1.0
44982,942,0.5,16.644047289254463,3,1,2,11,1.0
44983,942,0.5,16.644047289254463,3,32,0,1,1.0
44984,942,0.5,16.644047289254463,3,32,0,5,1.0
44985,942,0.5,16.644047289254463,3,52,0,0,1.0
44986,942,0.5,16.644047289254463,3,52,0,5,1.0
44987,942,0.5,16.644047289254463,3,100,0,0,1.0
44988,942,0.5,16.644047289254463,3,100,0,5,1.0
44989,942,0.5,16.644047289254463,4,58,1,0,1.0
44990,940,1.0,17.56466259887019,5,98,0,0,1.0
44991,940,1.0,17.56466259887019,5,98,0,5,2.0
44992,938,1.0,17.92181790499329,6,0,0,5,1.0
44993,938,1.0,17.92181790499329,6,5,0,0,1.0
44994,938,1.0,17.92181790499329,6,5,0,5,2.0
44995,938,1.0,17.92181790499329,6,29,0,0,1.0
44996,938,1.0,17.92181790499329,6,67,0,0,1.0
44997,938,1.0,17.92181790499329,6,69,0,5,4.0
44998,938,1.0,17.92181790499329,6,109,1,0,1.0
44999,941,0.0,18.022010966670422,6,126,1,8,1.0
45000,941,0.0,18.022010966670422,7,15,0,5,2.0
45001,941,0.0,18.022010966670422,7,39,0,5,2.0
45002,941,0.0,18.022010966670422,7,133,0,5,1.0
45003,904,1.5,17.72819574397288,8,2,1,0,1.0
45004,904,1.5,17.72819574397288,8,9,0,5,1.0
45005,904,1.5,17.72819574397288,8,92,0,0,1.0
45006,904,1.5,17.72819574397288,8,92,0,5,1.0
45007,159,0.7,16.99745798719117,9,3,0,1,1.0
45008,159,0.7,16.99745798719117,9,13,0,0,2.0
45009,159,0.7,16.99745798719117,9,13,0,5,1.0
45010,950,1.0,16.57506466802176,9,86,2,11,1.0
45011,950,1.0,16.57506466802176,9,131,0,0,1.0
45012,950,1.0,16.57506466802176,9,131,0,5,3.0
45013,159,0.7,16.99745798719117,10,42,0,0,1.0
45014,159,0.7,16.99745798719117,10,42,0,5,1.0
45015,159,0.7,16.99745798719117,10,68,0,5,1.0
45016,159,0.7,16.99745798719117,10,74,0,5,1.0
45017,937,1.0,18.243330585000088,11,8,0,0,1.0
45018,937,1.0,18.243330585000088,11,8,0,5,2.0
45019,940,1.0,17.56466259887019,12,93,0,0,1.0
45020,940,1.0,17.56466259887019,12,93,0,5,4.0
45021,940,1.0,17.56466259887019,12,93,2,11,1.0
45022,159,0.7,16.99745798719117,13,124,2,11,1.0
45023,159,0.7,16.99745798719117,14,61,2,11,1.0
45024,937,1.0,18.243330585000088,15,101,0,0,1.0
45025,937,1.0,18.243330585000088,15,108,0,5,1.0
45026,937,1.0,18.243330585000088,15,117,0,5,1.0
45027,904,0.0,16.028165608132994,0,50,0,0,2.0
45028,904,0.0,16.028165608132994,0,50,0,5,2.0
45029,950,0.5,15.776815083097556,0,87,2,11,1.0
45030,941,0.5,16.043012334389804,1,17,2,11,1.0
45031,939,0.0,14.501107476774411,1,21,0,5,3.0
45032,940,0.0,15.326594928667074,1,65,0,5,1.0
45033,940,0.0,15.326594928667074,1,97,1,8,1.0
45034,940,0.0,15.326594928667074,1,135,0,0,1.0
45035,923,1.0,15.361872486652167,2,18,0,5,1.0
45036,923,1.0,15.361872486652167,2,104,0,5,1.0
45037,942,0.5,15.003686544389799,3,1,0,1,1.0
45038,942,0.5,15.003686544389799,3,32,0,1,1.0
45039,942,0.5,15.003686544389799,3,32,0,5,1.0
45040,942,0.5,15.003686544389799,3,32,2,11,1.0
45041,942,0.5,15.003686544389799,3,52,0,5,2.0
45042,942,0.5,15.003686544389799,3,100,0,0,2.0
45043,942,0.5,15.003686544389799,3,100,0,5,1.0
45044,159,0.0,15.504877377526107,4,82,2,9,1.0
45045,940,0.0,15.326594928667074,5,49,0,5,1.0
45046,940,0.0,15.326594928667074,5,71,0,0,2.0
45047,940,0.0,15.326594928667074,5,89,0,5,1.0
45048,940,0.0,15.326594928667074,5,98,0,0,1.0
45049,940,0.0,15.326594928667074,5,98,0,5,2.0
45050,940,0.0,15.326594928667074,5,98,1,0,1.0
45051,938,0.5,15.742906731257595,6,5,0,0,1.0
45052,938,0.5,15.742906731257595,6,29,0,5,2.0
45053,938,0.5,15.742906731257595,6,69,0,5,2.0
45054,940,0.0,15.326594928667074,6,91,0,0,1.0
45055,940,0.0,15.326594928667074,6,91,2,11,1.0
45056,938,0.5,15.742906731257595,6,109,0,0,4.0
45057,938,0.5,15.742906731257595,6,109,0,5,1.0
45058,941,0.5,16.043012334389804,6,126,0,5,1.0
45059,941,0.5,16.043012334389804,7,14,0,0,2.0
45060,941,0.5,16.043012334389804,7,15,0,5,1.0
45061,941,0.5,16.043012334389804,7,15,2,11,1.0
45062,941,0.5,16.043012334389804,7,39,0,5,1.0
45063,941,0.5,16.043012334389804,7,39,2,11,1.0
45064,941,0.5,16.043012334389804,7,46,0,5,2.0
45065,904,0.0,16.028165608132994,8,2,0,1,1.0
45066,904,0.0,16.028165608132994,8,2,2,11,1.0
45067,904,0.0,16.028165608132994,8,9,0,0,1.0
45068,904,0.0,16.028165608132994,8,40,0,5,1.0
45069,904,0.0,16.028165608132994,8,51,0,0,2.0
45070,904,0.0,16.028165608132994,8,51,2,11,2.0
45071,904,0.0,16.028165608132994,8,72,2,11,1.0
45072,938,0.5,15.742906731257595,8,114,0,5,1.0
45073,159,0.0,15.504877377526107,9,3,0,0,2.0
45074,950,0.5,15.776815083097556,9,10,0,0,1.0
45075,950,0.5,15.776815083097556,9,10,2,11,1.0
45076,159,0.0,15.504877377526107,9,13,0,5,1.0
45077,950,0.5,15.776815083097556,9,86,1,0,1.0
45078,950,0.5,15.776815083097556,9,105,0,5,1.0
45079,950,0.5,15.776815083097556,9,131,0,5,1.0
45080,950,0.5,15.776815083097556,9,131,2,11,1.0
45081,159,0.0,15.504877377526107,10,20,2,9,1.0
45082,159,0.0,15.504877377526107,10,42,1,8,1.0
45083,159,0.0,15.504877377526107,10,66,2,11,1.0
45084,159,0.0,15.504877377526107,10,74,0,5,3.0
45085,159,0.0,15.504877377526107,10,74,2,9,1.0
45086,940,0.0,15.326594928667074,11,47,0,5,1.0
45087,940,0.0,15.326594928667074,11,47,2,11,1.0
45088,937,0.5,17.00532795868493,11,81,0,5,1.0
45089,940,0.0,15.326594928667074,12,6,0,0,2.0
45090,940,0.0,15.326594928667074,12,93,0,0,1.0
45091,940,0.0,15.326594928667074,12,93,0,5,7.0
45092,940,0.0,15.326594928667074,12,93,2,11,4.0
45093,910,0.0,15.193543832375761,13,43,0,5,1.0
45094,159,0.0,15.504877377526107,13,95,0,0,2.0
45095,159,0.0,15.504877377526107,13,124,0,5,1.0
45096,159,0.0,15.504877377526107,14,23,0,0,1.0
45097,159,0.0,15.504877377526107,14,61,0,5,1.0
45098,937,0.5,17.00532795868493,15,55,0,1,1.0
45099,937,0.5,17.00532795868493,15,55,2,11,1.0
45100,937,0.5,17.00532795868493,15,56,0,5,1.0
45101,937,0.5,17.00532795868493,15,101,2,11,1.0
45102,937,0.5,17.00532795868493,15,112,0,5,1.0
45103,937,0.5,17.00532795868493,15,117,0,0,1.0
45104,937,0.5,17.00532795868493,15,117,0,5,1.0
45105,937,0.5,17.00532795868493,15,117,2,11,1.0
45106,904,0.0,14.132818425621426,0,34,1,0,1.0
45107,904,0.0,14.132818425621426,0,50,0,0,1.0
45108,904,0.0,14.132818425621426,0,50,0,5,1.0
45109,904,0.0,14.132818425621426,0,50,2,9,2.0
45110,937,0.0,15.163922883588825,0,79,1,0,1.0
45111,950,0.0,12.135771054810746,0,87,0,0,1.0
45112,904,0.0,14.132818425621426,0,119,0,0,1.0
45113,940,0.0,14.626933676020434,1,12,2,11,1.0
45114,940,0.0,14.626933676020434,1,107,0,5,2.0
45115,939,0.0,12.583552872831506,1,123,0,5,2.0
45116,923,0.0,14.20767948418013,2,18,1,0,1.0
45117,923,0.0,14.20767948418013,2,111,1,0,1.0
45118,942,0.0,13.400396143817135,3,32,0,0,2.0
45119,942,0.0,13.400396143817135,3,32,0,5,1.0
45120,942,0.0,13.400396143817135,3,32,2,9,1.0
45121,942,0.0,13.400396143817135,3,52,0,5,1.0
45122,942,0.0,13.400396143817135,3,100,0,5,1.0
45123,942,0.0,13.400396143817135,4,58,0,0,1.0
45124,159,0.0,14.097932268229787,4,82,0,5,1.0
45125,159,0.0,14.097932268229787,4,125,0,5,1.0
45126,940,0.0,14.626933676020434,5,48,0,1,1.0
45127,940,0.0,14.626933676020434,5,71,0,1,1.0
45128,940,0.0,14.626933676020434,5,80,0,5,1.0
45129,940,0.0,14.626933676020434,5,89,0,5,1.0
45130,940,0.0,14.626933676020434,5,98,0,5,1.0
45131,938,0.0,13.434655822662151,6,29,0,5,2.0
45132,942,0.0,13.400396143817135,6,60,0,0,1.0
45133,938,0.0,13.434655822662151,6,69,0,5,3.0
45134,941,0.0,12.812350852233669,6,94,2,9,1.0
45135,938,0.0,13.434655822662151,6,109,0,5,2.0
45136,938,0.0,13.434655822662151,6,109,2,11,1.0
45137,941,0.0,12.812350852233669,7,14,0,0,1.0
45138,941,0.0,12.812350852233669,7,14,0,5,1.0
45139,941,0.0,12.812350852233669,7,15,0,5,1.0
45140,941,0.0,12.812350852233669,7,15,1,10,1.0
45141,941,0.0,12.812350852233669,7,39,0,5,1.0
45142,941,0.0,12.812350852233669,7,46,0,0,1.0
45143,941,0.0,12.812350852233669,7,46,0,5,1.0
45144,941,0.0,12.812350852233669,7,133,2,11,1.0
45145,904,0.0,14.132818425621426,8,51,0,5,1.0
45146,904,0.0,14.132818425621426,8,72,0,0,1.0
45147,938,0.0,13.434655822662151,8,114,0,5,1.0
45148,950,0.0,12.135771054810746,9,10,0,5,1.0
45149,950,0.0,12.135771054810746,9,28,0,0,1.0
45150,950,0.0,12.135771054810746,9,28,2,11,1.0
45151,950,0.0,12.135771054810746,9,105,0,0,1.0
45152,950,0.0,12.135771054810746,9,105,0,1,1.0
45153,950,0.0,12.135771054810746,9,131,0,0,1.0
45154,159,0.0,14.097932268229787,10,20,0,5,1.0
45155,159,0.0,14.097932268229787,10,74,0,5,1.0
45156,159,0.0,14.097932268229787,10,90,0,5,1.0
45157,159,0.0,14.097932268229787,10,127,0,0,1.0
45158,159,0.0,14.097932268229787,10,130,0,0,1.0
45159,937,0.0,15.163922883588825,11,8,0,0,2.0
45160,937,0.0,15.163922883588825,11,8,2,11,1.0
45161,937,0.0,15.163922883588825,11,22,0,0,1.0
45162,937,0.0,15.163922883588825,11,22,0,5,1.0
45163,937,0.0,15.163922883588825,11,54,0,5,1.0
45164,937,0.0,15.163922883588825,11,81,0,5,1.0
45165,940,0.0,14.626933676020434,12,6,0,5,4.0
45166,940,0.0,14.626933676020434,12,93,0,5,1.0
45167,159,0.0,14.097932268229787,13,24,0,5,1.0
45168,910,0.0,14.20351550123636,13,43,0,0,1.0
45169,159,0.0,14.097932268229787,14,23,0,0,2.0
45170,159,0.0,14.097932268229787,14,23,0,5,1.0
45171,159,0.0,14.097932268229787,14,118,0,5,1.0
45172,937,0.0,15.163922883588825,15,55,1,8,1.0
45173,937,0.0,15.163922883588825,15,56,0,5,1.0
45174,937,0.0,15.163922883588825,15,56,1,8,1.0
45175,937,0.0,15.163922883588825,15,101,0,0,1.0
45176,937,0.0,15.163922883588825,15,101,0,5,1.0
45177,937,0.0,15.163922883588825,15,117,0,0,4.0
45178,937,0.0,15.163922883588825,15,117,0,5,1.0
45179,904,0.5,16.10650212440173,0,119,0,5,1.0
45180,939,0.0,15.060308594398597,1,45,0,5,1.0
45181,940,0.5,15.436588044863372,1,65,0,5,1.0
45182,923,2.0,16.325561402421997,2,18,0,0,1.0
45183,923,2.0,16.325561402421997,2,18,0,5,1.0
45184,923,2.0,16.325561402421997,2,104,0,0,1.0
45185,923,2.0,16.325561402421997,2,104,1,10,1.0
45186,923,2.0,16.325561402421997,2,106,0,5,1.0
45187,942,2.0,14.245816620940955,3,1,0,5,1.0
45188,942,2.0,14.245816620940955,3,32,0,0,1.0
45189,942,2.0,14.245816620940955,3,32,0,5,2.0
45190,942,2.0,14.245816620940955,3,52,0,5,1.0
45191,942,2.0,14.245816620940955,3,100,0,0,3.0
45192,942,2.0,14.245816620940955,3,100,0,5,3.0
45193,942,2.0,14.245816620940955,3,102,0,5,1.0
45194,942,2.0,14.245816620940955,4,58,0,5,1.0
45195,159,1.4,14.850405438837502,4,82,0,5,1.0
45196,942,2.0,14.245816620940955,4,113,0,1,1.0
45197,940,0.5,15.436588044863372,5,48,0,5,1.0
45198,940,0.5,15.436588044863372,5,49,0,0,1.0
45199,940,0.5,15.436588044863372,5,49,0,5,1.0
45200,940,0.5,15.436588044863372,5,71,0,0,1.0
45201,940,0.5,15.436588044863372,5,71,0,5,2.0
45202,940,0.5,15.436588044863372,5,98,0,0,1.0
45203,940,0.5,15.436588044863372,5,98,0,5,1.0
45204,938,0.0,14.195032011232785,6,0,0,5,1.0
45205,938,0.0,14.195032011232785,6,0,2,11,1.0
45206,942,2.0,14.245816620940955,6,60,0,0,1.0
45207,938,0.0,14.195032011232785,6,69,0,0,1.0
45208,940,0.5,15.436588044863372,6,91,2,9,1.0
45209,938,0.0,14.195032011232785,6,109,0,0,2.0
45210,938,0.0,14.195032011232785,6,109,1,0,1.0
45211,941,0.0,16.176354146196232,7,14,0,5,1.0
45212,941,0.0,16.176354146196232,7,15,0,5,1.0
45213,941,0.0,16.176354146196232,7,39,2,11,1.0
45214,941,0.0,16.176354146196232,7,133,0,5,1.0
45215,904,0.5,16.10650212440173,8,9,0,5,1.0
45216,904,0.5,16.10650212440173,8,51,0,5,1.0
45217,938,0.0,14.195032011232785,8,114,0,0,1.0
45218,159,1.4,14.850405438837502,9,3,1,0,1.0
45219,950,1.0,13.870559996333984,9,10,0,0,1.0
45220,950,1.0,13.870559996333984,9,86,0,5,1.0
45221,950,1.0,13.870559996333984,9,105,0,0,1.0
45222,159,1.4,14.850405438837502,10,74,0,5,1.0
45223,159,1.4,14.850405438837502,10,90,0,5,2.0
45224,159,1.4,14.850405438837502,10,128,0,5,1.0
45225,937,1.5,16.34942779947329,11,8,0,0,2.0
45226,937,1.5,16.34942779947329,11,8,0,5,1.0
45227,940,0.5,15.436588044863372,11,47,0,5,1.0
45228,940,0.5,15.436588044863372,11,47,1,0,1.0
45229,937,1.5,16.34942779947329,11,54,0,5,1.0
45230,937,1.5,16.34942779947329,11,81,0,5,1.0
45231,940,0.5,15.436588044863372,12,6,0,0,1.0
45232,940,0.5,15.436588044863372,12,93,0,0,1.0
45233,940,0.5,15.436588044863372,12,93,0,5,3.0
45234,940,0.5,15.436588044863372,12,93,2,11,1.0
45235,910,0.0,15.66903680773428,13,43,0,5,2.0
45236,159,1.4,14.850405438837502,13,84,0,5,1.0
45237,159,1.4,14.850405438837502,13,124,0,5,1.0
45238,159,1.4,14.850405438837502,14,23,0,5,3.0
45239,159,1.4,14.850405438837502,14,61,0,0,1.0
45240,937,1.5,16.34942779947329,15,56,0,5,1.0
45241,937,1.5,16.34942779947329,15,79,0,5,1.0
45242,937,1.5,16.34942779947329,15,79,2,11,1.0
45243,937,1.5,16.34942779947329,15,101,0,0,1.0
